Name	Set	ImageFile	Errata	Restricted	Cycle	Pack	Release Order	Edition	Unique	Faction	Type	SubType	Cost	Terror	Combat	Arcane	Investigation	Skill	Text
Cthuloid Spawn	FL	FL007			Forgotten Lore	Spawn of Madness	,08-1-007	LCG		Cthulhu	Character	Monster.	3	1	1			3	Forced Response: After a story to which Cthuloid Spawn is committed resolves, destroy all committed characters.
The Sleeper Awakens!	FL	FL008			Forgotten Lore	Spawn of Madness	,08-1-008	LCG		Cthulhu	Event	Disaster.	4						Plays during your operations phase. Action: Each player sacrifices all characters without any cards attached. Skip your story phase this turn.
Obscene Byakhee	FL	FL009			Forgotten Lore	Spawn of Madness	,08-1-009	LCG		Hastur	Character	Servitor.	4	2		1		3	Response: After Obscene Byakhee enters play, each opponent discards a card from his hand at random.
Altar of Madness	FL	FL010			Forgotten Lore	Spawn of Madness	,08-1-010	LCG		Hastur	Support	Location.	3						Action: Exhaust Altar of Madness to lower the cost of the next event card you play this phase by X (to a minimum of 1), where X is the number of insane characters controlled by all opponents.
Elder Thing	FL	FL011			Forgotten Lore	Spawn of Madness	,08-1-011	LCG		Yog-Sothoth	Character	Servitor.	4		2	1		3	Response: After Elder Thing enters play, put up to 2 cards from your discard pile on top of your deck in any order.
Revelation of the Spheres	FL	FL012			Forgotten Lore	Spawn of Madness	,08-1-012	LCG		Yog-Sothoth	Event	Event.	4						Play during your operations phase. Action: Reveal the top 5 cards of an opponent's deck. Put into play a character revealed this way under your control. Then, shuffle that opponent's deck.
Dreamlands Messenger	FL	FL013			Forgotten Lore	Spawn of Madness	,08-1-013	LCG		Shub-Niggurath	Character	Servitor.	3	1				2	While Dreamlands Messenger is committed to a story, each player cannot play events or trigger card abilities.
Glimpse of the Void	FL	FL014-E	E		Forgotten Lore	Spawn of Madness	,08-1-014	LCG		Shub-Niggurath	Event		4						Play during your operations phase. Action: until the end of your next turn, each player skips his story phase. Draw a card.
Student of the Profane	FL	FL015-E	E		Forgotten Lore	Spawn of Madness	,08-1-015	LCG		Neutral	Character	Investigator. Sorcerer.	2				1	2	Response: After an opponent plays a card paying lower than its printed cost choose a story. Place a success token on that story.
Ghost of Perdition	FL	FL016-E	E		Forgotten Lore	Spawn of Madness	,08-1-016	LCG		Neutral	Character	Monster.	2	1				1	Action: Pay 2 to choose a character. Attach Ghost of Perdition to that character (counts as a Curse with the text "Attached character gains TTT."). At the end of the phase, sacrifice Ghost of Perdition.
Arkham Inmate	FL	FL017			Forgotten Lore	Spawn of Madness	,08-1-017	LCG		Neutral	Character	Lunatic.	3			1	1	1	Action: Drive Arkham Inmate insane. Response: After Arkham Inmate is restored, choose a story. Until the end of the turn, opponents cannot commit more than 1 character to that story.
Artifact of the Lost Cities	FL	FL018			Forgotten Lore	Spawn of Madness	,08-1-018	LCG		Neutral	Support	Attachment. Artifact.	1						Attach to a support card. Attached support card gains the Artifact subtype. Response: After attached support enters a discard pile, draw 3 cards.
Written in the Sky	FL	FL019			Forgotten Lore	Spawn of Madness	,08-1-019	LCG		Neutral	Event	Disaster.	1						Response: After you play an Ancient One character, search your deck for an Ancient One character, reveal it, and put it into your hand. Then, shuffle your deck.
The Greatest Fear	FL	FL020			Forgotten Lore	Spawn of Madness	,08-1-020	LCG		Neutral	Event	Disaster. Madness.	1						Response: After a character goes insane, its controller discards 2 cards at random from his hand. Then, for each event or support card thus discarded, you may place 1 success token on a story.
The Terrible Old Man, Ancient Hermit	FL	FL021			Forgotten Lore	Kingsport Dreams	,08-2-021	LCG	*	Agency	Character	Independent.	1		1			1	While The Terrible Old Man is committed to a story, choose a struggle icon. Struggles of that type do not resolve in that story this phase unless an opponent pays 2.
Neil's Curiosity Shop, Collection of Bizarre Antiquities	FL	FL022			Forgotten Lore	Kingsport Dreams	,08-2-022	LCG	*	Agency	Support	Location.	2						Neil's Curiosity Shop gains the triggered abilities of each support card controlled by an opponent.
Thomas Olney, Traveler with a Purpose	FL	FL023-E	E		Forgotten Lore	Kingsport Dreams	,08-2-023	LCG	*	Miskatonic University	Character	Investigator. Sorcerer.	3				2	3	Response: After another character you control is destroyed, pay 2 to put into play that character from your discard pile.
The Hall School, Institution of Higher Learning	FL	FL024			Forgotten Lore	Kingsport Dreams	,08-2-024	LCG	*	Miskatonic University	Support	Location.	2						Action: Sacrifice the Hall School to choose an icon. Until the end of the phase, each character you control gains one of the chosen icons.
William Bain, "The One"	FL	FL025			Forgotten Lore	Kingsport Dreams	,08-2-025	LCG	*	Syndicate	Character	Investigator.	3		1	1	1	3	Response: After a character or support card controlled by an opponent is exhausted, pay 1 to look at the top 2 cards of your deck. Put one or both on the bottom of your deck, and the rest back on top of your deck.
The Seventh House on the Left, Avoid at all Costs	FL	FL026			Forgotten Lore	Kingsport Dreams	,08-2-026	LCG	*	Syndicate	Support	Location.	3						Action: Exhaust The Seventh House on the Left o choose and exhaust a character or support card.
St. Erasmus' Home for Mariners, Retirement Communityor worse?	FL	FL027			Forgotten Lore	Kingsport Dreams	,08-2-027	LCG	*	Cthulhu	Support	Location.	3						Action: Exhaust and sacrifice a Deep One character to choose and destroy a character without any A icons.
Called to the Sea	FL	FL028			Forgotten Lore	Kingsport Dreams	,08-2-028	LCG		Cthulhu	Event	Madness.	2						Action: Until the end of the phase, each character in play gets -X skill, where X is its printed skill.
Charles Dexter Ward, Unfortunate Fool	FL	FL029			Forgotten Lore	Kingsport Dreams	,08-2-029	LCG	*	Hastur	Character	Servitor.	3		1	1		3	Disrupt: If Charles Dexter Ward would go insane, choose another character instead. That character goes insane, if able.
Artist's Colony	FL	FL030			Forgotten Lore	Kingsport Dreams	,08-2-030	LCG		Hastur	Support	Location.	2						Action: Exhaust Artist's Colony to have each player reveal and discard the top card of his deck. If you revealed the card with the highest printed cost, instead put that card into your hand.
Visitor from the Spheres	FL	FL031			Forgotten Lore	Kingsport Dreams	,08-2-031	LCG		Yog-Sothoth	Character	Servitor.	3	1		1		3	Response: After an event card is played, pay 3 to copy the effects of that event.
Dreams in Limbo	FL	FL032			Forgotten Lore	Kingsport Dreams	,08-2-032	LCG		Yog-Sothoth	Event	Spell.	1						Action: Choose a story. Until the end of the turn, no struggles at this story resolve.
Basil Elton, Lighthouse Keeper	FL	FL033			Forgotten Lore	Kingsport Dreams	,08-2-033	LCG	*	Shub-Niggurath	Character	Dreamer. Servitor.	2			2		1	Action: Shuffle Basil Elton into its owner's deck to choose and refresh a domain.
Thunder in the East	FL	FL034			Forgotten Lore	Kingsport Dreams	,08-2-034	LCG		Shub-Niggurath	Event	Disaster.	1						Play during your operations phase. Action: Choose and destroy a support card. Then, draw a card.
Mentor to Vaughn, Without Equal	FL	FL035-E	E		Forgotten Lore	Kingsport Dreams	,08-2-035	LCG	*	Neutral	Character	Sorcerer.	3		2	1		3	Willpower. Action: Pay 1 to choose and exhaust a character with skill 2 or lower.
Nodens, Potent and Archaic	FL	FL036			Forgotten Lore	Kingsport Dreams	,08-2-036	LCG	*	Neutral	Character	Ancient One.	5	2		1		3	Toughness +2. Response: After Nodens enters play, wound all characters with skill 3 or lower.
Tulzscha, The Green Flame	FL	FL037			Forgotten Lore	Kingsport Dreams	,08-2-037	LCG	*	Neutral	Character	Ancient One.	6	2	1	1		4	Villainous. Invulnerability. Cultist characters get +1 skill and gain T. Action: Sacrifice a Cultist character to choose and destroy a non-Ancient One character with skill 2 or lower.
Granny Orne, Tough Old Bird	FL	FL038			Forgotten Lore	Kingsport Dreams	,08-2-038	LCG	*	Neutral	Character	Independent.	1					1	Willpower. Response: After Granny Orne enters play, destroy all insane characters.
607 Walter Street, Dockside Property	FL	FL039			Forgotten Lore	Kingsport Dreams	,08-2-039	LCG	*	Neutral	Support	Location.	2						Response: After a card with the Independent subtype is destroyed, exhaust 607 Walter Street to return that character to play under its owner's control.
The Rope and Anchor Tavern, Seedy and Rundown	FL	FL040			Forgotten Lore	Kingsport Dreams	,08-2-040	LCG	*	Neutral	Support	Location.	3						After you play The Rope and Anchor Tavern from your hand, name a Subtype. Action: Exhaust The Rope and Anchor Tavern to lower the cost of the next character you play this phase with the named Subtype by 1 (to a minimum of 1).
Mr. Grey, Corrupt Politician	FL	FL041			Forgotten Lore	Conspiracies of Chaos	,08-3-041	LCG	*	Agency	Character	Government.	2		CC			2	Response: After a character is wounded, pay 1 and exhaust Mr. Grey to put 1 success token on any story.
The Blackwood Conspiracy	FL	FL042.png			Forgotten Lore	Conspiracies of Chaos	,08-3-042	LCG		Agency	Conspiracy		0		TCAI				If you win this story and control at least 1 [Agency] character, you may choose and wound any number of characters without any C icons.
Seeker of the Profane	FL	FL043-E	E		Forgotten Lore	Conspiracies of Chaos	,08-3-043	LCG		Miskatonic University	Character	Investigator. Sorcerer.	3		AI			2	Players must pay 2 at the beginning of the story phase in order to commit characters with skill 2 or lower that phase.
A Conspiracy of Scholars	FL	FL044.png			Forgotten Lore	Conspiracies of Chaos	,08-3-044	LCG		Miskatonic University	Conspiracy		0		TCAI				If you win this story and control at least 1 [Miskatonic] character, you may draw 5 cards.
Tragic Celebrity	FL	FL045			Forgotten Lore	Conspiracies of Chaos	,08-3-045	LCG		Syndicate	Character	Criminal. Conspirator.	2		I			1	While there is at least 1 Conspiracy card in play, you draw an additional card during your draw phase.
The Underground Conspiracy	FL	FL046-E.png	E		Forgotten Lore	Conspiracies of Chaos	,08-3-046	LCG		Syndicate	Conspiracy		0		TCAI				If you win this story and control at least 1 [Syndicate] character, you may force each opponent to discard his or her hand.
Mutant Spawn, (Soft and Cuddly.)	FL	FL047			Forgotten Lore	Conspiracies of Chaos	,08-3-047	LCG		Cthulhu	Character	Conspirator.	3		CCA			3	While there is at least 1 Conspiracy card in play, Mutant Spawn gains TT.
The R'lyeh Conspiracy	FL	FL048-E.png	E		Forgotten Lore	Conspiracies of Chaos	,08-3-048	LCG		Cthulhu	Conspiracy		0		TCAI				If you win this story and control at least 1 [Cthulhu] character, you may choose and destroy up to 2 character or support cards in play.
Shrieking Byakhee	FL	FL049			Forgotten Lore	Conspiracies of Chaos	,08-3-049	LCG		Hastur	Character	Servitor.	3		AA			2	Response: After you play Shrieking Byakhee from your hand, pay 2 to search your deck for a character with the word "Byakhee" in its title and put it into play. Then shuffle your deck.
The Hidden Conspiracy	FL	FL050.png			Forgotten Lore	Conspiracies of Chaos	,08-3-050	LCG		Hastur	Conspiracy		0		TCAI				If you win this story and control at least 1 [Hastur] character, you may choose any number of characters to go insane.
Blood Magician	FL	FL051-E	E		Forgotten Lore	Conspiracies of Chaos	,08-3-051	LCG		Yog-Sothoth	Character	Sorcerer.	2					2	Action: pay 1 to choose a character. Until the end of the phase, that character gains or loses an icon of your choice.
The Ritual Conspiracy	FL	FL052.png			Forgotten Lore	Conspiracies of Chaos	,08-3-052	LCG		Yog-Sothoth	Conspiracy		0		TCAI				If you win this story and control at least 1 [Yog-Sothoth] character, you may choose discard the top 10 cards of each opponent's deck.
Displaced Chthonian	FL	FL053-E			Forgotten Lore	Conspiracies of Chaos	,08-3-053	LCG		Shub-Niggurath	Character	Chthonian.	4		TTC			3	Forced Response: At the beginning of each player's turn, that player must sacrifice a support card if able.
Dreamlands Conspiracy	FL	FL054.png			Forgotten Lore	Conspiracies of Chaos	,08-3-054	LCG		Shub-Niggurath	Conspiracy		0		TCAI				If you win this story and control at least 1 [Shub-Niggurath] character, put into play up to 3 [Shub-Niggurath] characters from your discard pile.
Ol' Lazy Eyes, Inbred but not Inept	FL	FL055			Forgotten Lore	Conspiracies of Chaos	,08-3-055	LCG		Neutral	Character	Conspirator.	2		C			1	While there is at least 1 Conspiracy card in play, Ol' Lazy Eyes gains T. Response: After you play Ol' Lazy Eyes, search your deck for a Conspiracy card, reveal it to all players, and put it into your hand. Then, shuffle your deck.
Crazy Eddie, Don't call him Ed	FL	FL056			Forgotten Lore	Conspiracies of Chaos	,08-3-056	LCG	*	Neutral	Character	Conspirator.	0					0	While there is at least 1 Conspiracy card in play, Crazy Eddie gets +1 Skill and gains CA.
Flare Gun	FL	FL057			Forgotten Lore	Conspiracies of Chaos	,08-3-057	LCG		Neutral	Support	Attachment. Item.	2						Attach to a character you control. Response: After attached character commits to a story on your turn, pay 1 to choose up to two characters. Those characters must commit to that story, if able.
Kitab Al-Azif, The Original Necronomicon	FL	FL058			Forgotten Lore	Conspiracies of Chaos	,08-3-058	LCG	*	Neutral	Support	Tome.	4						Action: Exhaust Kitab Al-Azif and discard a card from your hand to have each player choose a story. Until the end of the phase, all players need 1 fewer success token in order to win those stories.
Broken Space, Broken Time	FL	FL059-R		R	Forgotten Lore	Conspiracies of Chaos	,08-3-059	LCG		Neutral	Event	Disaster.	4						Play during your operations phase. Action: Each player may search his deck for an Ancient One character with printed cost 6 or lower and put it into play. Then, shuffle all decks searched in this way.
Beneath the Mire	FL	FL060			Forgotten Lore	Conspiracies of Chaos	,08-3-060	LCG		Neutral	Event		2						Play on your opponent's turn after all players have committed their characters. Action: Each player who has committed at least one character to 3 or more stories this phase sacrifices all committed characters.
Canine Guardian	FL	FL061			Forgotten Lore	Dunwich Denizens	,08-4-061	LCG		Agency	Character	Creature.	2		1			1	Response: After a character or support card you control is destroyed, sacrifice Canine Guardian to return that card to your hand.
Development Camp	FL	FL062			Forgotten Lore	Dunwich Denizens	,08-4-062	LCG		Agency	Support	Location.	1						Action: Exhaust Development Camp to choose a character. That character gets +1 skill and a C icon until the end of the phase.
